100,100,50.03998401
500,100,50.24937811
1000,100,11.18033989
5000,100,11.18033989
10000,92,9.414881837
50000,58,6.13514466
100000,34,3.544009029
300000,12,6.020797289
500000,9,1.231107225
700000,5.2,2.630589288
1000000,6.8,1.417603612
3000000,1.714285714,0.865845038
4000000,1.333333333,1.670366264
